Object Hash,"Articulated Object:
does the object have links/joint/slides which should move relative to the base?

E.g. a fridge, chest of drawers, or cabinet","Is Pickable:
is the object small enough to be picked up and carried around in one hand?
Furniture is not pickable (chairs, stools, etc...)","Semantic Category:
CONDENSED

This is an effort to condense the semantic categories by a couple hundred","Semantic Category:
The primary semantic category for the object

All empty fields should be filled and incorrect semantic classes corrected.",,
c380ec071ae2c0e143051f0ac9ad87e97b1bfc2a,No,Yes,kitchen_utensil,kitchen_utensil,,
c385e8d08fcf94d22e0aeff7423ec306ec740302,No,No,bed,bed,,
c39181c455b8df6ac1b8112a8d2d7bc4a493d8e7,No,No,table,table,,
c39792ff1a0b330389efdc0f2113e4d50d6e96e3,No,No,picture,picture,,
c39af48a8e98b050068a7a01f87d1358c6a8831c,No,No,lamp,ceiling_lamp,,
c39dc0b9f1bb9173e74c1842874690e236dc5f40,No,No,picture,picture,,
c3a372194b1a0aeb8bec96ccda8e75701c4f65eb,No,No,seat,chair,,
c3a37bd25b300803d89fbc845f7c88286cd3051a,No,No,mirror,mirror,,
c3a6db9251980820f1e2ddcabebf8d21f059e0a4,No,Yes,decoration,decoration,,
c3a726217d3a5aea52bebf82925a734ef322e529,Yes,No,dresser,dresser,,
c3ac47826153213d9f0be074e52d2c5993487645,No,No,lamp,wall_lamp,,
c3b2adbd3b89bdcd01f1e813bc4d2e06975ec727,Yes,No,microwave,microwave,,
c3b9cd7b0b8308c9f750d4ae1f1254cb4cd6b03e,No,No,carpet,carpet,,
c3bb69cc0d810d1d784e523f38de24fef5f1c244,No,Yes,dumbbell,dumbbell,,
c3bfe9d9969b21fac01b8bb7b9399a0047feef73,No,No,stool,stool,,
c3c56c69215fd5ae4a01d8035128425533e80b8e,No,No,couch,couch,,
c3c6da9687e582bc76f7ba4d6322017578b9c411,No,No,shelf,shelf,,
c3c743ba30c2c5488903064178e52a7b61297dc0,Yes,No,unknown,unknown,,
c3c8a9a0e1f2037d9e82d2286748cb576b1fd738,No,Yes,vase,vase,,
c3c8ba83cb30b26960f33b1fcbbdbf803b38044b,No,No,carpet,carpet,,
c3cad11173cbf8aa286291ee243bf584b49280a1,No,No,carpet,carpet,,
c3ccb52aabc1a2543dee20239c88cd307340c134,Yes,No,cabinet,cabinet,,
c3d1458850c46eda098af12448fd306c93cef1e5,No,No,table,table,,
c3d47f88d3e4ef29a5444fa63a962549a96776ef,No,No,decoration,decoration,,
c3db13f077c3e9d28bcedb5bf5d7b547a43a752b,No,No,lamp,ceiling_lamp,,
c3e45e226f51e328829dcf0afc2b3baf5de0ac0c,No,No,plant,plant,,
c3e4907f9a360d0c32a6c74b1b27ad715128bba0,No,No,picture,picture,,
c3e5c53a8c1281cabe3c83892292de2d4cb8e842,No,No,couch,couch,,
c3e86272081ba94fa291016bfa8b1651e2ba394f,No,No,carpet,carpet,,
c3f4b9d078494e6b8084f119fbda78be6094e36e,No,No,carpet,carpet,,
c3fdb13cd96d001010a51bf5cacd47503c75df7e,Yes,No,dresser,dresser,,
c3ff91dd214e64922a0cb77de309be52e32d67ed,No,No,lamp,ceiling_lamp,,
c401993a5813a215692fd645cfc47bd52af325b8,No,No,lamp,floor_lamp,,
c40b007421af3cfacb338ef63e89240a5260a00a,No,No,carpet,carpet,,
c40df2998fcea3687deebb651759eb24a23e5922,Yes,No,cabinet,cabinet,,
c414b8c740c1e03b996eca1d062fd07c499e94bc,No,No,stool,stool,,
c41e7d7d088f1794f6e78781f6698faf445f5c83,Yes,No,fridge,fridge,,
c41bf751f1a70d360457e719f4a8c454d5e77628,No,No,table,table,,
c426ef21a586b2ebcb15e351fc976c6d6dc941c8,No,No,carpet,carpet,,
c429f49dafbe5159049c27003c79a59f1b540a16,No,No,wall_panel,wall_panel,,
c42c9cc7db0f5e58e14f3d6acfff94c9b2c5f488,No,Yes,book,book,,
c4338ee6ce3ca1ca88b50438051ff61eebd367e3,No,No,toilet_paper,toilet_paper,,
c43cfcfcf9b8cb403e4145b10d6e2377abb39822,No,No,container,container,,
c4324d9ff38cf95d98b3664e495c11b3b1513499,No,No,book,book,,
c43f70f9eb68eb55669209d08659ba76a5d3c3b1,No,No,showerhead,showerhead,,
c4472ca217b9e9950127380da08708effce795b8,No,Yes,pillow,pillow,,
c4423cf1fade284d5fa91fea7e50a15d54c9cc2d,No,No,seat,office_chair,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12,No,No,shelf,shelf,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_1,No,Yes,book,book,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_10,No,Yes,book,book,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_11,No,Yes,book,book,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_12,No,Yes,book,book,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_13,No,Yes,book,book,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_14,No,No,cabinet,cabinet,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_4,No,Yes,book,book,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_5,No,No,book,book,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_6,No,Yes,book,book,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_7,No,Yes,book,book,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_8,No,Yes,book,book,,
c4492609d027c557c5dc1ab8fc83bdd2e7617e12_part_9,No,Yes,book,book,,
c444bd4ee4524c01839e9b0e1632eb4396b1910c,No,No,picture,picture,,
c445377b05b5bc4eb1cb98dbac298aeccbe04ed5,No,No,carpet,carpet,,
c44931cecf8bc5a93911345b82669fe2ed60acf8,Yes,No,oven,oven,,
c4633312e799ff34f1fefafb24e5011b18d43171,Yes,No,dresser,dresser,,
c44c0bcf893a572611c4aac52b4c06d515ddaf69,Yes,No,toilet,toilet,,
c45c5041510f985a31d71e21abd2214a36e53db2,No,No,carpet,carpet,,
c464ab09fc9fa93ea63c9cfcec3cc93f67cf27e7,No,No,lamp,table_lamp,,
c461ecb62efa4ef74eb34fb8152acf8cc8ac427d,No,No,plant,plant,,
c4729847b4dc8e961fb040ff64c991abd5133434,No,No,bathtub,bathtub,,
c4776ee9f31d7ab3177be970e35e3f76c44e0f8c,No,No,vase,vase,,
c4851ca365614ca521cf0f1418ae2fdeb8480d0e,Yes,No,cabinet,cabinet,,
c48a311bef7cdf4ed738ef197a49da93a1ee5913,No,No,plant,plant,,
c48c42dccc86b2f952e52a76e46ae4cdf7744a18,Yes,No,fridge,fridge,,
c48d93076b65f58ed1992994cbab16239fb0d24f,No,Yes,pillow,pillow,,
c492bd41185b54c67b1616ac3ffd920be0d77977,No,No,carpet,carpet,,
c493273348e661dce9c1690dc54fc625ab9cf834,Yes,No,cabinet,cabinet,,
c493ea94142950e6965d31222ad8321f7aed4f61,No,No,lamp,ceiling_lamp,,
c49874090f582f64d96ed42150c527408b58af9b,No,No,lamp,ceiling_lamp,,
c498d4ff8a6506991025a1a036943ad3f82c62ac,Yes,No,cabinet,cabinet,,
c4a105dc516eb9b42e2ec3840458e381387084b7,Yes,No,bed,bed,,
c4a76da68c72eec12f07b0f047a21a130872a0ba,No,No,vase,vase,,
c4aca10e8652ed3704c50608a556afd9ff0a912a,No,No,hanger,hanger,,
c4acbe4abc1353b96793c6b7e046cee50ee3e389,No,No,plant,plant,,
c4acd52f08d53a00c431d867bf75aaa036dd79c6,No,No,blinds,blinds,,
c4be8860dd85b901038aacdeb7d75b0f877ae823,No,Yes,plant,plant,,
c4c03cef798d0326eb19c50f6b4c9dc31b3d29a6,No,No,mirror,mirror_frame,,
c4c05a04a1affcfdc0df7d208e61afca70cdd053,No,No,bed,bed,,
c4c8a76a7be604560d0993d53b55a9aa1ad47739,No,No,seat,chair,,
c4ca7c8ede3991789e7969ef5786f330067705be,No,No,object_/outside,object_/outside,,
c4d2556b341f612e226156792dff2eb13d752ca0,No,No,clock,antique_clock,,
c4daa11078978b8fd57cea9b4f8f5f1c102e574f,No,No,table,table,,
c4dbbac8d1c199dbd41b237578d5665751599fa6,No,No,shelf,shelf,,
c4dde9b2280f0318ce9b59e388883bcb101d6654,Yes,No,cabinet,cabinet,,
c4e50fe4d7750a52962c0b90fd8ab6c5a3702c19,No,No,picture,picture,,
c4e89d8e4bd9aca08367071724d19d1844e07e21,No,No,container,container,,
c4ea785cbf5c58bd600131838c3cedb2fec57761,No,Yes,clock,antique_clock,,
c4ecfbcaaf89dae847ab4bc4d126c010b82a5dc3,No,No,shelf,shelf,,
c4edf6537c25992bab248a03b9b3e2189f8c3dfd,No,No,bed,bed,,
c4efeb818ba435ee974c2dec9f4ee4c73fe19105,No,No,desk_and_chairs,desk_and_chairs,,
c4efeb818ba435ee974c2dec9f4ee4c73fe19105_part_1,No,No,table,table,,
c4efeb818ba435ee974c2dec9f4ee4c73fe19105_part_2,No,No,seat,chair,,
c4fed7825b9cbff88626ffbd62acb2b6b2c35854,No,No,doormat,doormat,,
c503f1413bbd4696daf7d2a12f9ef71f600254eb,No,No,gym_equipment,gym_equipment,,
c5046dfe8edc365aa500c43bb357b0a7926dcb48,No,No,decoration,decoration,,
c51126c979fc4d2133d7814b1504057be44d6740,No,Yes,pillow,pillow,,
c51427dcd8e4dbfbaee0e6bdc26f489a12b6706c,No,No,bench,bench,,
c515d4ceb42ceacdbc4c38b0f9bc635bc1fc239f,No,No,decoration,decoration,,
c51b02a7778f072f5b1478635682222b0b4cd8c3,No,No,basket,basket,,
c5202fb702c3197097b62b88b943f8ef3fdc12e1,No,No,ironing_board,ironing_board,,
c52452b350951c3985cda3e780b11002133e9e7d,No,No,lamp,table_lamp,,
c527dc4e30fd5614024a1ac6b98a3a001ae99bad,No,No,decoration,decoration,,
c52da2f6ddc2e01fc5832f2cb3b196c0c711b18d,No,No,carpet,carpet,,
c530b0594e9d724f34319e5bda3df575ef2a5af5,No,No,picture,picture,,
c530e9e489c0e3f7859d1d34325faa69a0795289,No,No,plant,plant,,
c53425686a844b986a0033169598751f446e60c5,No,No,container,container,,
c53a6264d95993c81875f988e49d9699ea414db7,No,No,ladder,ladder,,
c53f8c9652f6caf6fff6a42e17117d024586d89c,No,No,shelf,shelf,,
c54489d31fda59e0b89fdf1da56efbb704c5cf64,No,Yes,pillow,pillow,,
c547e4f30bb766fbc780ad43e058efcb183f53ff,Yes,No,counter,counter,,
c54816423cdd8e3e699b411d028aba1e5aef3f2c,No,No,seat,sofa_chair,,
c54e11bdecf809c38c699a781a745036e4c5b8f6,No,No,picture,picture,,
c5518a32252e621fcb1d32275d0e505d9d8d0e67,No,No,shelf,shelf,,
c553e1bf34813a58c5960856672f950c0df68e1a,No,No,tree,tree,,
c563959687e9e7cc78d81c07e1765f9091f517ae,No,No,cart,cart,,
c5686bd0f8ed8a56e5460743c11364c52e79719a,Yes,No,cabinet,bathroom_cabinet,,
c56ad87481a0421dc4ad9861877e76400b10e468,No,No,hanger,hanger,,
c56b1556e1583e9043c632895cf43d602f3a9469,No,No,car,car,,
c56d01344e3aefc9502f050ef8db91e8aef28cad,No,No,picture,picture,,
c573a0b830810d34c543f2f530dc5572b22bfcfd,Yes,No,table,table,,
c574b9e0894f44074ded5ef28fc1df111c7c488a,No,No,table,table,,
c577041acb239ce222181e716bcc5e3b4c097305,Yes,No,wardrobe,wardrobe,,
c57ead736b5283dd715db70a50b140b2fea1e296,No,No,clock,wall_clock,,
c580422cc99dcf25fede3a1c3e041d781891b40d,No,No,seat,pouffe,,
c5844462115398e25206a58ce202d227fa51f00a,No,No,toy,toy,,
c5860056d697b9c74a6655622350e1aae2cb8dc2,No,No,toilet_brush,toilet_brush,,
c5882194a48af24d8166d2fde153d6a4ad723b30,No,No,plant,plant,,
c58a25b885017932da1b12529f135c40ee3b538a,No,No,book,book,,
c58f80fee5a4b2d9463effc9618e33b68eb7a9c5,Yes,No,wardrobe,wardrobe,,
c591c70a1493babeaa31a1465eb356201a44b4ce,Yes,No,cabinet,cabinet,,
c599885fbfa5229ee9b7d254bd4c55544d58650a,No,No,carpet,carpet,,
c59a5e54e8082f4a2e4ace78e0940d290b55df65,No,No,picture,picture,,
c59cf522b4edfea37ceddb0ad7b315491f52606b,No,No,seat,sofa_chair,,
c59d292da3e13710b163afb8324ab7141a6cfb61,Yes,No,kitchen_counter,kitchen_counter,,
c5a5add8981b50bfca5fca13baa061faa730a8d4,Yes,No,cabinet,bathroom_cabinet,,
c5a8536eec3ec49e438db690aa3a24d969a8da25,No,Yes,plant,plant,,
c5ab812fa7dac54bba6208361a498128a975731d,No,No,shelf,shelf,,
c5ade2980883d832809b93a9da1b881ec5602ed9,No,No,clock,wall_clock,,
c5bb3546ed3933172e5fac36532cc34169f2f9ab,No,Yes,pillow,pillow,,
c5bbf890c455acf8a8289a564179f5ee49701d2f,No,No,carpet,carpet,,
c5c0c958073fdd06093404b990e6464602c39aea,No,No,cart,cart,,
c5c936056c0737da2379462f9ac6a4169803a52a,No,No,bench,bench,,
c5cfee504a6981913ed99661a89fc226f2b8bfc2,No,Yes,cup,glass,,
c5d82aab189585e5e6ac1eda2a8f1d82253dabd4,No,No,bench,bench,,
c5e3284569580394e2ef6085b001f5b4a875ea70,No,No,phone,phone,,
c5e590c1bf49b8cb9388b0224e774d6b0b058dce,No,No,seat,chair,,
c5e608ebbdfd0ca139c610e2ecbf9acf67456d99,No,No,picture,picture,,
c5eac1bf1396fb363596d90f7f871f6386054930,No,No,clothes_hanger,clothes_hanger,,
c5ed807cf55b7de3985d4b6b5770692c83852631,No,No,carpet,carpet,,
c5f1f1cbdefa78aeac4b7c4bc1a4bdf6961fef81,No,No,lamp,table_lamp,,
c5f5993043663cdc549b38cf27cf0b1c3482ecae,No,No,stool,stool,,
c5f8140c2c12b63edb31cd47ea966575926fcacc,No,No,mirror,mirror,,
c5fcf6b7903d9e12ace723ffeff19f44387d959e,No,Yes,pillow,pillow,,
c5fcff661840480b412a5c4a8fdfb0d58d262ad5,No,No,seat,chair,,
c5fe7eaaa71f5cc7e2bc468d56bbdd3685b24224,Yes,No,dresser,dresser,,
c5ff5698a48415c704891bf4b3356c31ac773721,Yes,No,microwave,microwave,,
c605855fd97f1798eef75a9c99ed30df8450fe6a,No,Yes,pillow,pillow,,
c607cb721e91c7b298b08b86ddd796f578947884,No,No,picture,picture,,
c609f6e7d2119414087787a969f0f1c16fa26aff,No,No,lamp,wall_lamp,,
c60c4648b4939c805f49813f89f2474e8346c693,No,Yes,decoration,decoration,,
c60f1138e86d8eab2a55efab7c63264ee8d951bd,No,No,table,table,,
c619270772ebbdf9ecfa9f8c2cf80098aaaec32c,No,No,unknown,unknown,,
c61d0390331d6d4a2beefa208ca619d734c902bb,Yes,No,cabinet,cabinet,,
c61da072a7dc74e351864ba1c67223242e98e933,No,No,lamp,ceiling_lamp,,
c61e8e4d12958dd3489d22fa51c47f14622034e2,Yes,No,stand,stand,,
c61fefb9251e37e49f9bab947b800721fa966e39,No,No,seat,sofa_chair,,
c62155e1d545b39ead13ef7fde2d426783cb3ef4,No,No,shelf,shelf,,
c621611c1fbe83bd85aa8412f8320bb89fcca2dd,No,No,light,light,,
c624a8c123222a482db257dd5d10e4fc550d0738,No,No,carpet,carpet,,
c624e2fa4f1d962515c51ffbb2e1d20c7b5cc560,No,No,picture,picture,,
c62509f7f96cb4c6d1d6b23b585fe911983ddfd1,No,No,table,table,,
c62617dbc13d1d37ac1ad17b97643428b005aeb1,No,No,unknown,unknown,,
c62a15562a28312af165e840b363cd317c1b468a,No,No,lamp,wall_lamp,,
c62bd3f57959ef6e18c81d003f3c55fdde452e52,No,No,seat,chair,,
c6331fbf864d354263f7bcd5f3dcc638d8989d61,No,No,blinds,blinds,,
c645f3ada25f768408c610426a4999738130b7bf,No,No,hanger,hanger,,
c64dc6a9cd5cbfe60e1f57fa18957ab3d633ee50,Yes,No,bed,bed,,
c65b3c89025f610838382692f1e298ede78e35ab,No,No,couch,couch,,
c65b5e4533cf2fc2a8c145dddddfc79ba394c25a,No,No,plant,plant,,
c65d7272284819518ab7b4909e8c226ec65b1c97,No,Yes,board,board,,
c65ed8df95e4e7789495aa1b620c3f3be5d6061f,No,No,picture,picture,,
c660936d5a679d0077dc6ceb13c2f589f17fc84e,No,No,stool,stool,,
c6612b69a4562a0ea6f33e098aa004c8dfa5abb0,No,No,carpet,carpet,,
c6673dc3736f0a04ee53fe2021aabed1a4b826d4,No,No,door,door,,
c6699cfbd43780c6a1d3d1b5a8e540e148582e10,No,No,toilet,toilet,,
c66a7ad447cd8e4d09fc31e0f28832ae398d0676,No,No,lamp,table_lamp,,
c6727c642c3dd018f4ae964f7ed8fccf95a0e204,Yes,No,table,table,,
c6730cac033bdc22fec8048c2e1c88bbfc3ec544,No,No,bed,bed,,
c6733ba7a716f2a16dc9c8d4af6c2b7a76687697,No,No,stool,stool,,
c677a8bc97aee16aac025979f5c14a953859b9bb,Yes,No,counter,counter,,
c67a9e6aa36de67d7fc1a0d7ca14e671c6686fbe,No,Yes,unknown,unknown,,
c67c6e75945f75cbc530feb9568548802a1648a6,No,No,table,table,,
c680b3d7f7c7f4415ba590e80c71a0a272ae5480,Yes,No,microwave,microwave,,
c689b80fe6f19dd5dd8f21f371e20552e27e0be4,No,No,lamp,ceiling_lamp,,
c68da241cb165e10f20957aecfe9a23a827001dc,No,No,shelf,shelf,,
c6939e705b5d024be79b76af8d8b432e9ea0e480,No,Yes,pillow,pillow,,
c69fe8aa018381208a63fbbe63cce722d62c4fb8,No,No,bench,bench,,
c6b19665b98305cd20662a59ae6053d4c34e646b,No,Yes,fire_extinguisher,fire_extinguisher,,
c6b4c05b0758b42277ce8acaca3245c00840fef7,No,No,mirror,mirror,,
c6b8029f8e33b94d46cc7c8de062c66f34c14e4a,No,No,board,board,,
c6b8fb24f7554b1ef08ded1227b1d1ea866fd2b3,No,Yes,gift,gift,,
c6c32788d47e71bc607010762e70695ca856b7cc,No,No,plant,plant,,
c6d2257b735248d5f677928888f6a80b9e35af21,No,No,carpet,carpet,,
c6d2a57b75f4f798434d9f887cde208f30274db4,No,Yes,pillow,pillow,,
c6d58aa6bf7cda1a540d1756c0ef5ead3cedf6d5,No,No,couch,couch,,
c6dfd9242c58888e5fe7e0a6bf9d5ad739a5230c,No,No,lamp,table_lamp,,
c6e1fe068f7ce33aaf1d0b95d736be1488e3c278,No,Yes,pillow,pillow,,
c6e2268863e1ad826feed40bfee065582fd5f0b2,Yes,No,counter,counter,,
c6ee2a801e720442092ed6497935cc067158e761,Yes,No,table,table,,
c6f1458e0bcabb5ed4ff8ad1086d192bd04997e1,Yes,No,cabinet,cabinet,,
c6f6cdcaa7cca548478ef733ca247ce87e2c5724,No,No,toilet,toilet,,
c6ffbbcdb60a0cf942ce85663aa54754cd760551,Yes,No,sink_cabinet,sink_cabinet,,
c700ab9d2434c38355eb1318ee868040efbc4bf4,Yes,No,dresser,dresser,,
c704f340a1e05311492912024355e34f1bb9433e,No,No,table,table,,
c707408215afcc11910353f0ccbe67eb53cb1e49,No,Yes,cup,cup,,
c7076999cf9f8661fa299e8852103491d994bf38,No,No,vase,vase,,
c707fe930cb93082c969e8f42adbd65dfea3097a,No,No,table,table,,
c708104c8f00b18263b8acf25faaca713f27a412,No,Yes,candle,candle,,
c70bd1ccbbc01c9e8354858deb36b5a61df1b0ae,No,No,lamp,floor_lamp,,
c70ef2f552fd561ae25806cfe63d5d7e07ac6f76,Yes,No,stand,stand,,
c71119acd5c1963089fc79ade6f0e6521911806e,No,No,couch,couch,,
c71222582b58b14c0dfc64f55bdb8a44b34f3959,No,Yes,cup,cup,,
c713e6ab7995e9707d9c618d274e9b84d57eb005,No,No,bathtub,bathtub,,
c7146573e81c1b6f3ebbe697f1b12550aded5d92,No,No,seat,pouffe,,
c7153e360791c536c5ffc3ba85ee92dab5b52528,No,Yes,mirror,mirror,,
c717fbe8f10ad354c83f9cfc7ce154ae2fcdf96c,No,Yes,plate,plate,,
c719364e77cbe6e37b8dcc2e4f855bffa4b9a2ba,No,Yes,plant,plant,,
c71e0b537b049ab7967fad21b3115ba2ca03c3fb,No,No,seat,chair,,
c71ff97be911ee5e2438bf3ddcf15350942dbad7,Yes,No,counter,counter,,
c721894f13f6808b4626396e31728ac8bcdc35c9,No,Yes,decoration,decoration,,
c72ec873acc923626e4543ee4e4db18733fd10b7,No,Yes,pillow,pillow,,
c72676cb17859f9eaad814671dafbe58432615c2,No,No,lamp,table_lamp,,
c7288f16409eca84fa2aaa0d9569b0e7c55c83cd,No,No,desk_and_chairs,desk_and_chairs,,
c7288f16409eca84fa2aaa0d9569b0e7c55c83cd_part_1,No,No,table,table,,
c7288f16409eca84fa2aaa0d9569b0e7c55c83cd_part_2,No,No,seat,chair,,
c7292eba35e75fcc88226746597b57f446f836cb,No,No,window,window,,
c734bb27bf982ac93171eea697977e81df54ab41,No,No,picture,picture,,
c73f8b5dd9353b05bdc81872432e0851cc2d6ab5,Yes,No,stand,stand,,
c7442c4162a5372fcbbcdba379a24967e35f5f97,No,No,lamp,floor_lamp,,
c736c169b54e8dc960ce50b9ad8bb4c77f7a316f,No,No,carpet,carpet,,
c73d90cf472ce9ae4e2899812ef72817336b1349,No,No,bowl,bowl,,
c747e7e6bfe668e9dc89267e4a05097f920d319a,No,No,curtain,curtain,,
c76bb8afa2d70a152cdb982b7f55e06664689816,No,No,mirror,mirror_frame,,
c74dd66675e4cde9eb28be547973a9bb934815b0,No,No,picture,picture,,
c7564571e612aed3f444a3066b7c063671a1bb29,No,No,picture,picture,,
c758aecbc16adc68977ef9f77c34adee2acd7b7d,No,Yes,tray,tray,,
c76350e8a36b01b0d49406c64d5009cbfd8b874b,No,Yes,decoration,decoration,,
c76cf29427780abebb11688b4815cbe59d54819a,Yes,No,cabinet,cabinet,,
c77839de7c5292665e47c0acede9fe0a57ae462e,No,No,container,container,,
c77e8ffcb85d5d91694bfe37516ef9880890716c,Yes,No,desk,desk,,
c787b4f8b9c770c1a1fe0cfb8f383bb5ce09b091,No,Yes,broom,broom,,
c788d5a6d5cfe39a4ab5d8e33f1e4e5c8e8d3652,Yes,No,fridge,mini_fridge,,
c78ba9c6f7332a52cef99b6625aa97615b6d7710,No,No,carpet,carpet,,
c78e9fb3aea7fb010ca3cb21b1281fb13ba0c854,No,No,table,table,,
c790785989744470af26ac5023bd3b1cd989fab7,No,No,picture,picture,,
c794d49c6cf213ee5dd21ed796adac85f1b12a74,No,Yes,toilet_brush,toilet_brush,,
c79e3948d6cb3361e23866d0826e6860ac34525a,No,No,lamp,ceiling_lamp,,
c7a409e41936a6b12e017b30d9328aac5bf0de93,No,Yes,pitcher,pitcher,,
c7a970b36a90760399672531f4a75e0ffe9ba35e,Yes,No,wardrobe,wardrobe,,
c7a9fcbab796f68f91b16ab2bc5edd05f477d26f,No,No,plant,plant,,
c7b206f8413b0a72c277040bba3db00f7b94e287,No,No,crib,crib,,
c7b44f8bcad61222912d6fec0aa4b2b1f654fdf0,No,No,seat,sofa_chair,,
c7b52d2ff1fff5da8b47a10d2356d81d8f540a57,No,No,couch,couch,,
c7b59499334f445f2b1680cfad3fb3656eac554b,No,No,picture,picture,,
c7be8e09ddfed78562dda471d4289f6cb7e79956,No,No,desk_and_chairs,desk_and_chairs,,
c7be8e09ddfed78562dda471d4289f6cb7e79956_part_1,No,No,table,table,,
c7be8e09ddfed78562dda471d4289f6cb7e79956_part_2,No,No,seat,chair,,
c7c5a1b22bc45672ee746040a0113a80f8e85531,Yes,No,wardrobe,wardrobe,,
c7cbe030340ce3c254503bf5317f26090c223dc4,No,No,seat,sofa_chair,,
c7cd117550688ee734436bca9b49d5c7c2217207,No,Yes,bag,bag,,
c7d31a036f9e7e0cdb84eea6857cf1fe5e785772,No,No,picture,picture,,
c7d3e547a6e0392d9155d4bc2a60521066bcff43,No,No,couch,couch,,
c7db2a51a3639467a91e157511d8717354ce6a63,No,Yes,box,box,,
c7dd0598b672fed1d924aa236d0a41e4e7fb1c33,No,No,couch,couch,,
c7e13b5ac73f9d668700ef5292215c91cf05ee60,No,No,bed,bed,,
c7f36c5508f215a6c531cf12e31cb0c46a716c0b,Yes,No,bed,bed,,
c7f45cada6b754881b3d15a7d15349def842ea00,No,No,seat,chair,,
c7f51a814b3319836007955e10ae1da1060465ec,No,Yes,cup,cup,,
c800ff5b3c40d93b26a1934a64c5fd4009c5cea2,No,No,table,table,,
c8012ee49906091cb857c014e6d1a7398664b604,No,No,stool,stool,,
c8052c588ae53d7f74bb87fcc1f6d3e085d1b9f4,No,No,mirror,mirror_frame,,
c8066b282efeea5f6d7930a742cb57ffdec6105b,Yes,No,dresser,dresser,,
c80bcce842257f14d6e9ccc998c04e3d4a0cc0aa,No,No,seat,chair,,
c810f17d1568c63dc86bca63d368735c988dd9d7,No,No,decoration,decoration,,
c816dc1bb177a739c7c52bbca6097e7e627a2214,No,No,bowl,bowl,,
c81836ef5cde283959fd70a8c001b6f5a534906e,No,No,seat,chair,,
c82856e8e0219c17988d34a635d467a931dcfc7e,No,No,carpet,carpet,,
c82a08279ca1a84d891e9bc0928fd461c1e41cd2,No,Yes,bottle,bottle,,
c82f27198c2fc39cfa406dd5028199d9f6816eb6,No,No,mirror,mirror,,
c8330e4d093dbe53bbc01c1ff0a5a2de33369cd4,No,No,bed,bed,,
c83d3a97c87ffda4ebac9a4973bd939a98076c65,No,No,bathtub,bathtub,,
c849ecee298ddecee48ef3bdffe99fb238dfc364,No,No,fireplace,fireplace,,
c84ab7b8a498c482026664bb468aea0ef038ede3,No,No,bench,bench,,
c850d0dbc07640a8a50a9870f05e1720d0b7951a,No,No,bowl,bowl,,
c859b2b52d3f2acdde6a00b4f0767f63e0bccad5,No,No,mirror,mirror,,
c85cb53d51c50dedb4d0063ce0f4a168890352b3,Yes,No,sink_cabinet,sink_cabinet,,
c85cb6fb02346b5901b6e6518b4a203c8de68f52,No,No,carpet,carpet,,
c85e30cd15dabe1633d60b06196767164c244c9e,No,No,lamp,floor_lamp,,
c861ed337a09ac9607d9ae9e97b6971571111b2c,No,No,seat,chair,,
c8626f2d3bbeb2f1601a2af656c4610cd99e56fa,No,Yes,vase,vase,,
c867632190daa97c735174f48c994c977bd1f991,No,No,couch,couch,,
c867cf9d2313577f6f800484cae73997961a2732,No,No,hanger,hanger,,
c869237889fb660acb987c62c1a50d72fcf8a862,No,No,couch,couch,,
c86becd5f5e8bc33b33937ff71935a09e156da17,No,No,table,table,,
c86e7f32a692444a8ff2a19e3cd29ce6ecc9c444,No,No,stairs,stairs,,
c87540dc299fca61f4831b483b4cad3f89aed8ea,No,Yes,towel,hand_towel,,
c878d6d2cca3590cb1e1b7e33642a8f505a7feef,No,No,shower,shower,,
c87d13e0fbf284ac63d7a9b28fb069a564ddac5c,No,No,table,table,,
c87f57064df4c06a1966bc97c883c3dee3d457d6,No,No,lamp,ceiling_lamp,,
c883ba2ee1868f4f0e0ab2cc4eeb15e9c8bc08b5,No,No,bathtub,bathtub,,
c886070605c5780b265d50fd2e7d4cc5be5dbd4a,No,No,seat,pouffe,,
c8867a24eb06b87f5cbca53b65b290cf5ae57b67,Yes,No,cabinet,cabinet,,
c88b5430ff8675fc3774b2dd9ae78bc92e1edc1c,No,No,fireplace,fireplace,,
c89ad9df5af596d19da02bea32f469ecb872e57d,No,Yes,cup,cup,,
c89b5d9992e352d972e1a68a274bb6b5019c9d7f,No,No,carpet,carpet,,
c8a3103e82a4747aeb53755609800642087a9c33,No,No,seat,sofa_chair,,
c8a430c096719c94051b441a026620df1bcb42d5,No,No,shower,shower,,
c8ab5d20473a75069e085146e58d351ccb84c4ec,No,No,table,table,,
c8af5b98558601d1ea284a89c3578eb39e061c00,No,No,vase,vase,,
